# DONNEES SYNTHETIQUES - NE PAS UTILISER COMME DONNEES DE MARCHE
Date,Bitcoin,Ethereum,Solana,SP500,Or
2018-01-01,0.05939534499873179,0.015740533122083872,0.050568572996178604,0.0031035622966095406,0.0037340289211427328
2018-01-02,0.002650576408970742,0.009776156638236059,-0.11047401260812373,-0.014066315593510103,0.011685891282237884
2018-01-03,0.02601660528107298,-0.01618259589836394,0.02452154434800691,0.003376334191731834,-0.005204656211014279
2018-01-04,-0.0213009443389171,-0.016488475538099973,0.006361060692136489,0.01773252144199379,-0.00022913117330670968
2018-01-05,-0.09613972307224934,-0.06465042161470685,-0.041634273548641514,0.005403632384033425,-0.009876400725672266
2018-01-08,0.012083056668067072,-0.010762947325318017,-0.013149282530225397,0.004267282250570003,-0.0003278442527685077
2018-01-09,0.00865973795544565,0.003614533178449636,0.04601229972636534,0.004858031663348981,-0.0043557524548917355
2018-01-10,0.08757736754556651,0.08717430461471878,0.047299710492294166,-0.004213956704623481,0.010721105399044447
2018-01-11,0.037175518573611975,-0.01468037371308406,-0.036205009282350833,-0.009641647665906326,-0.0016580726020485013
2018-01-12,0.006116705597367952,0.0052122314542361915,-0.016707257897363995,0.0020089456770068606,-0.0018584703598716846
2018-01-15,-0.018257245462062283,-0.047116092855474564,0.004461326192277675,-0.013769649201257428,-0.0026999552876120505
2018-01-16,0.0014140611544611109,-0.03140356136539145,-0.034533229376499906,-0.002350972420130861,0.0021636553062209154
2018-01-17,-0.1068669958282642,-0.10269388177761705,-0.038654260367705,-0.029412062621132728,-0.010271226714391042
2018-01-18,-0.011322186799418637,-0.016465776120301517,0.021576010006410976,-0.004316308652772052,0.0041133226151227106
2018-01-19,0.005311877717949937,0.09237806007689699,0.06471923344488986,-0.003328723606573808,-0.0007312591174045871
2018-01-22,-0.01797373182246935,-0.02194883259853769,-0.026326386001399336,-0.004777044803715643,-0.0010994180828122922
2018-01-23,-0.005835886832400002,-0.013283136205365592,-0.02706701646476687,0.00020406483499002697,0.00262571518713393
2018-01-24,-0.06914447914360712,-0.046847464621732796,-0.07470268408436154,0.024620306225262806,-0.005431405476617043
2018-01-25,-0.002481963676492731,-0.01270338331543217,0.006561607003350182,-0.0110037810397266,0.002914632219723801
2018-01-26,0.021176587818948975,0.036948135963450035,0.013575467677671578,0.00172858745861301,0.003108665406211979
2018-01-29,0.006054864910484354,-0.010220170301896698,0.01983558808264786,0.006984212561067525,-0.00808586222436129
2018-01-30,0.04007524440591861,0.12060371232419222,0.03739894371792139,0.03204301881053373,0.0002266783593064845
2018-01-31,0.01370038875029973,0.016011675069881964,-0.00912398137522513,0.024499842845708313,0.002456334874886477
2018-02-01,0.0011688362365079518,-0.0500645181156021,-0.0181117346164504,0.0067737246308816725,-0.00042995842236777176
2018-02-02,-0.020493701528116425,-0.08493959676475822,-0.0025008910782641676,0.003012388488006974,-0.007502135775190939
2018-02-05,0.0362911909055615,0.017426034255106432,0.02958975230527103,0.010930353478948034,0.005435256015768393
2018-02-06,0.010503651631441886,-0.014705165651420726,0.0009423507677905872,-0.0027276814165352837,-0.003857968127343706
2018-02-07,-0.03633490686111553,-0.08657684944101125,-0.0030345824279093808,-0.008166995482586873,-0.005821150617812611
2018-02-08,0.008099962885006383,0.018710699533558223,0.01179477633072568,-0.007347247477752231,-0.005509310954421136
2018-02-09,-0.022478305188244358,-0.04256864815295819,-0.00512835858624603,-0.0023606965479274484,0.001163195146596328
2018-02-12,0.016940285063374243,0.010916320182687613,-0.003652333648141785,0.0031481959313731955,-0.006810213948285334
2018-02-13,0.00037615300186397333,-0.02352864847846086,-0.0033874117174529043,-0.0017057208841432464,0.007990500786258523
2018-02-14,0.012715051589915712,0.07613263523497452,0.033443127141599686,-0.0024503245232372745,0.0037863315563947224
2018-02-15,-0.08203765074032812,-0.049418290011032234,-0.036316684316434006,-0.005407174110351427,-0.0015645966844335044
2018-02-16,0.014890733395548224,0.009383276100897104,0.003703592232827216,-0.0018492059069597682,-0.007822798914154938
2018-02-19,0.034884240308343466,0.013273934532628385,-0.00048231858884655943,0.005163520861671227,0.007256082171613415
2018-02-20,0.033396653471313646,0.044542672537796105,0.018618814414627174,0.006905441005133017,0.0011692853552689227
2018-02-21,-0.017858713447452896,-0.08192873190559867,-0.028873817357069866,-0.003900875729182526,0.0023597549511897727
2018-02-22,0.003341109939073234,-0.021705751040356006,0.010407179096402534,0.0009708573227398675,-0.0022541856223239945
2018-02-23,0.003265934421102165,0.023513223630925603,0.017567457429947867,0.007705699301005525,-8.366833335437e-06
2018-02-26,0.013815930942254,0.015579832004569737,0.0021601426652698118,0.00563009648062647,0.0048119010085053765
2018-02-27,0.014870394974593363,0.05659847545450308,0.005838410931091332,0.009701621413271666,-0.0023356186811236447
2018-02-28,-0.021869981286340004,-0.01512507520335812,0.007999218868413753,-0.01568139963800069,-0.007746656027634178
2018-03-01,-0.013120339528928838,-0.03921371804595723,0.004391958335225943,0.005970396148047852,-0.0019511026764265213
2018-03-02,0.024740816661264285,0.05257760659704683,0.01015947383129426,-0.008584838006144633,0.0035488113329867183
2018-03-05,-0.0231790848985419,-0.0032310628944544574,-0.010319415809267589,-0.001334213893546864,0.010832751600058924
2018-03-06,-0.018857048668501474,0.012575436249004503,-0.009836508669089836,0.004348235704205246,-0.010482082460644738
2018-03-07,0.0530981487907479,0.06876739627796985,0.03074967126581055,0.007135305303568662,0.0011298910528540684
2018-03-08,0.00826913676234968,0.07837980822790218,0.022323912906947168,0.00020981118166651342,0.0031500566115666238
2018-03-09,-0.037340606239871676,-0.20388986170312562,-0.017173014976221763,0.0014506700971637194,-0.00749255026479894
2018-03-12,-0.02209480123755081,-0.05676980471809176,-0.02174749556846982,-0.004157669117582248,-0.016743263259014377
2018-03-13,0.12183511863105793,0.15577849630208093,0.04062394035473904,0.019386654812627933,-0.004603016562849074
2018-03-14,0.01322276235178295,0.023902064320031197,0.004136973188470796,-0.00312161552715235,-0.011150972736317379
2018-03-15,-0.0456540089994905,-0.1939818822662704,-0.029100406184595164,-0.01885380588266362,0.0033303824344418334
2018-03-16,-0.08868424709673829,-0.19550273825707037,-0.021332990975749835,-0.007779369486504042,0.006849827277762197
2018-03-19,-0.01668127283286835,-0.016375111099768958,-0.007443837290718856,-0.0015658913843265676,-0.002378635512225277
2018-03-20,-0.00569243534861725,0.057719805816570005,0.00948899974087443,0.014620119349464068,-0.010587274217958942
2018-03-21,0.03953865620661044,0.11511641786750022,0.02028135438338962,-0.0010887247542684824,0.010284061570858708
2018-03-22,-0.004810950073049112,-0.04593371730544156,-0.0066368831882904775,0.01810865128381149,-0.0015491405218670722
2018-03-23,-0.02756430386697868,0.03152915869514285,-0.006542242525857931,0.0010548841278279015,-0.0008436638909062817
2018-03-26,-0.09171792637330546,-0.051992169076682415,0.0023285451761366326,-0.004431869631079875,0.009928862930418314
2018-03-27,0.08914654270541464,0.11854237235548892,0.015618206734957816,0.01190996754733257,0.026505104479748222
2018-03-28,0.02483659200350972,0.1761255050148358,0.01656010887267761,0.00646337909434408,-0.004166405829858208
2018-03-29,0.03441190038080218,0.021846250859380377,0.03739487174149278,-0.0014604180241870916,-0.004759973885735549
